"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
3001,35.2,35.2,64.8,"Herisau AR","Herisau (AR)","Herisau AR","Herisau hat die Trinkwasserinitiative mit 64,8 Prozent abgelehnt. Herisau hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","L'initiative ""Pour une eau potable propre et une alimentation saine"" ne passe pas la rampe à Herisau avec 64,8 pour cent de non. Herisau a rejeté l'initiative, tout comme son canton.","Da Herisau è arrivato un ""no"" alle urne per l'Iniziativa Acqua potabile pulita. I cittadini hanno respinto il testo con il 64,8 percento dei voti. Il comune di Herisau bocciando l'iniziativa si è espresso come il suo cantone."
3002,20.2,20.2,79.8,"Hundwil AR","Hundwil (AR)","Hundwil AR","Nein zur Trinkwasserinitiative in Hundwil: Mit 415 Nein- zu 105 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 79,8 Prozent. Hundwil hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Appenzell Ausserrhoden.","L'initiative ""Pour une eau potable propre et une alimentation saine"" échoue à Hundwil avec 79,8 pour cent de non. Le plus fort pourcentage de non du canton d'Appenzell Rhodes-Extérieures a été obtenu à Hundwil.","A Hundwil i cittadini hanno respinto, con il 79,8 percento dei voti, l'Iniziativa popolare ""Acqua potabile pulita e cibo sano – No alle sovvenzioni per l’impiego di pesticidi e l’uso profilattico di antibiotici"". Hundwil ha così ottenuto la più alta percentuale di ""no"" nel canton Appenzello Esterno."
3003,21.3,21.3,78.7,"Schönengrund AR","Schönengrund (AR)","Schönengrund AR","Nein zum Trinkwasserinitiative in Schönengrund. Die Gemeinde hat das Volksbegehren mit 78,7 Prozent abgelehnt. Schönengrund hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","A Schönengrund, les habitants disent non à 78,7 pour cent à l'initiative ""Pour une eau potable propre et une alimentation saine"". Schönengrund a rejeté l'initiative, tout comme son canton.","Nel comune di Schönengrund l'Iniziativa popolare ""Acqua potabile pulita e cibo sano – No alle sovvenzioni per l’impiego di pesticidi e l’uso profilattico di antibiotici""  è stata respinta con il 78,7 percento dei voti. Il comune di Schönengrund bocciando l'iniziativa si è espresso come il suo cantone."
3004,24.6,24.6,75.4,"Schwellbrunn AR","Schwellbrunn (AR)","Schwellbrunn AR","In Schwellbrunn hat die Initiative ""Für sauberes Trinkwasser und gesunde Nahrung"" keine Mehrheit gefunden. Auf 75,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Schwellbrunn hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","Les habitants de Schwellbrunn rejettent l'initiative ""Pour une eau potable propre et une alimentation saine"" avec 75,4 pour cent de non. Schwellbrunn a rejeté l'initiative, tout comme son canton.","Nel comune di Schwellbrunn l'Iniziativa Acqua potabile pulita è stata bocciata con il 75,4 percento dei voti. Il comune di Schwellbrunn bocciando l'iniziativa si è espresso come il suo cantone."
3005,39.5,39.5,60.5,"Stein AR","Stein (AR)","Stein AR","Nein zum Trinkwasserinitiative in Stein AR. Die Gemeinde hat das Volksbegehren mit 60,5 Prozent abgelehnt. Stein AR hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","A Stein (AR), les habitants disent non à 60,5 pour cent à l'initiative ""Pour une eau potable propre et une alimentation saine"". Stein (AR) a rejeté l'initiative, tout comme son canton.","Nel comune di Stein AR l'Iniziativa popolare ""Acqua potabile pulita e cibo sano – No alle sovvenzioni per l’impiego di pesticidi e l’uso profilattico di antibiotici""  è stata respinta con il 60,5 percento dei voti. Il comune di Stein AR bocciando l'iniziativa si è espresso come il suo cantone."
3006,23.8,23.8,76.2,"Urnäsch AR","Urnäsch (AR)","Urnäsch AR","In Urnäsch hat die Initiative ""Für sauberes Trinkwasser und gesunde Nahrung"" keine Mehrheit gefunden. Auf 76,2 Prozent der abgegebenen Stimmzettel stand ein Nein. Urnäsch hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","Les habitants d'Urnäsch rejettent l'initiative ""Pour une eau potable propre et une alimentation saine"" avec 76,2 pour cent de non. Urnäsch a rejeté l'initiative, tout comme son canton.","Nel comune di Urnäsch l'Iniziativa Acqua potabile pulita è stata bocciata con il 76,2 percento dei voti. Il comune di Urnäsch bocciando l'iniziativa si è espresso come il suo cantone."
3007,28.2,28.2,71.8,"Waldstatt AR","Waldstatt (AR)","Waldstatt AR","Keine Mehrheit für die Trinkwasserinitiative in Waldstatt: Mit 659 Nein-Stimmen zu 259 Ja-Stimmen oder 71,8 Prozent hat die Gemeinde das Volksbegehren verworfen. Waldstatt hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","C'est non à 71,8 pour cent à l'initiative ""Pour une eau potable propre et une alimentation saine"" à Waldstatt. Waldstatt a rejeté l'initiative, tout comme son canton.","Con il 71,8 percento di ""no"" i cittadini del comune di Waldstatt hanno bocciato l'Iniziativa Acqua potabile pulita. Il comune di Waldstatt bocciando l'iniziativa si è espresso come il suo cantone."
3021,32,32,68,"Bühler AR","Bühler (AR)","Bühler AR","Nein zur Trinkwasserinitiative in Bühler: Mit 478 Nein- zu 225 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 68 Prozent. Bühler hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","L'initiative ""Pour une eau potable propre et une alimentation saine"" échoue à Bühler avec 68 pour cent de non. Bühler a rejeté l'initiative, tout comme son canton.","A Bühler i cittadini hanno respinto, con il 68 percento dei voti, l'Iniziativa popolare ""Acqua potabile pulita e cibo sano – No alle sovvenzioni per l’impiego di pesticidi e l’uso profilattico di antibiotici"". Il comune di Bühler bocciando l'iniziativa si è espresso come il suo cantone."
3022,47.8,47.8,52.2,"Gais AR","Gais (AR)","Gais AR","In Gais hat die Stimmbevölkerung die Trinkwasserinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 52,2 Prozent verworfen. Gais hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","A Gais, les habitants sont défavorables à l'initiative ""Pour une eau potable propre et une alimentation saine"" avec 52,2 pour cent de non. Gais a rejeté l'initiative, tout comme son canton.","I cittadini di Gais si sono opposti all'iniziativa Acqua potabile pulita. Il testo è stato respinto con il 52,2 percento dei voti. Il comune di Gais bocciando l'iniziativa si è espresso come il suo cantone."
3023,47.9,47.9,52.1,"Speicher AR","Speicher (AR)","Speicher AR","Nein zur Trinkwasserinitiative in Speicher: Mit 1'123 Nein- zu 1'031 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 52,1 Prozent. Speicher hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","L'initiative ""Pour une eau potable propre et une alimentation saine"" échoue à Speicher avec 52,1 pour cent de non. Speicher a rejeté l'initiative, tout comme son canton.","A Speicher i cittadini hanno respinto, con il 52,1 percento dei voti, l'Iniziativa popolare ""Acqua potabile pulita e cibo sano – No alle sovvenzioni per l’impiego di pesticidi e l’uso profilattico di antibiotici"". Il comune di Speicher bocciando l'iniziativa si è espresso come il suo cantone."
