"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1001,50,0,0,"Doppleschwand LU","Doppleschwand (LU)","Doppleschwand LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1002,50,0,0,"Entlebuch LU","Entlebuch (LU)","Entlebuch LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1004,50,0,0,"Flühli LU","Flühli (LU)","Flühli LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1005,11,11,89,"Hasle LU","Hasle (LU)","Hasle LU","89 Prozent der Stimmbürgerinnen und Stimmbürger von Hasle LU sagen Nein zur Trinkwasserinitiative.","Les habitants de Hasle (LU) s'opposent à l'initiative ""Pour une eau potable propre et une alimentation saine"" avec 89 pour cent de non.","No all'Iniziativa Acqua potabile pulita nel comune di Hasle LU: i cittadini hanno bocciato il testo con il 89 percento dei voti."
1007,50,0,0,"Romoos LU","Romoos (LU)","Romoos LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1008,50,0,0,"Schüpfheim LU","Schüpfheim (LU)","Schüpfheim LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1009,50,0,0,"Werthenstein LU","Werthenstein (LU)","Werthenstein LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1010,50,0,0,"Escholzmatt-Marbach LU","Escholzmatt-Marbach (LU)","Escholzmatt-Marbach LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1021,27,27,73,"Aesch LU","Aesch (LU)","Aesch LU","Aesch LU hat die Trinkwasserinitiative mit 73 Prozent abgelehnt.","L'initiative ""Pour une eau potable propre et une alimentation saine"" ne passe pas la rampe à Aesch (LU) avec 73 pour cent de non.","Da Aesch LU è arrivato un ""no"" alle urne per l'Iniziativa Acqua potabile pulita. I cittadini hanno respinto il testo con il 73 percento dei voti."
1023,27.5,27.5,72.5,"Ballwil LU","Ballwil (LU)","Ballwil LU","Ballwil hat die Trinkwasserinitiative mit 72,5 Prozent abgelehnt.","L'initiative ""Pour une eau potable propre et une alimentation saine"" ne passe pas la rampe à Ballwil avec 72,5 pour cent de non.","Da Ballwil è arrivato un ""no"" alle urne per l'Iniziativa Acqua potabile pulita. I cittadini hanno respinto il testo con il 72,5 percento dei voti."
