"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
3001,50,0,0,"Herisau AR","Herisau (AR)","Herisau AR","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
3002,25.1,25.1,74.9,"Hundwil AR","Hundwil (AR)","Hundwil AR","In Hundwil hat das CO2-Gesetz keine Mehrheit gefunden: 74,9 Prozent haben die Einführung einer elektronischen Identität abgelehnt.","La loi CO2 échoue à Hundwil avec 74,9 pour cent de non.","A Hundwil i cittadini hanno respinto, con il 74,9 percento dei voti, la legge sul CO2."
3003,50,0,0,"Schönengrund AR","Schönengrund (AR)","Schönengrund AR","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
3004,50,0,0,"Schwellbrunn AR","Schwellbrunn (AR)","Schwellbrunn AR","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
3005,41.4,41.4,58.6,"Stein AR","Stein (AR)","Stein AR","58,6 Prozent der Stimmbürgerinnen und Stimmbürger von Stein AR haben sich gegen das CO2-Gesetz ausgesprochen.","A Stein (AR), les habitants disent non à 58,6 pour cent à la loi CO2.","I cittadini di Stein AR si sono espressi contro la legge sul CO2. Il testo è stato respinto con il 58,6 percento dei voti."
3006,28.6,28.6,71.4,"Urnäsch AR","Urnäsch (AR)","Urnäsch AR","Urnäsch ist gegen das CO2-Gesetz: Die Gemeinde hat die Vorlage mit 71,4 Prozent Nein verworfen.","Les habitants d'Urnäsch rejettent la loi CO2 avec 71,4 pour cent de non.","Nel comune di Urnäsch la legge sul CO2 è stata bocciata con il 71,4 percento dei voti."
3007,50,0,0,"Waldstatt AR","Waldstatt (AR)","Waldstatt AR","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
3021,37.6,37.6,62.4,"Bühler AR","Bühler (AR)","Bühler AR","In Bühler hat das CO2-Gesetz keine Mehrheit gefunden: 62,4 Prozent haben die Einführung einer elektronischen Identität abgelehnt.","La loi CO2 échoue à Bühler avec 62,4 pour cent de non.","A Bühler i cittadini hanno respinto, con il 62,4 percento dei voti, la legge sul CO2."
3022,46.4,46.4,53.6,"Gais AR","Gais (AR)","Gais AR","Mit 842 Nein zu 730 Ja haben die Stimmbürgerinnen und Stimmbürger von Gais das CO2-Gesetz abgelehnt. Das sind 53,6 Prozent.","A Gais, les habitants sont défavorables à la loi CO2 avec 53,6 pour cent de non.","Con il 53,6 percento di ""no"", i cittadini del comune di Gais hanno respinto la legge sul CO2."
3023,50,0,0,"Speicher AR","Speicher (AR)","Speicher AR","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
3024,48.2,48.2,51.8,"Teufen AR","Teufen (AR)","Teufen AR","51,8 Prozent der Stimmbürgerinnen und Stimmbürger von Teufen AR haben sich gegen das CO2-Gesetz ausgesprochen.","A Teufen (AR), les habitants disent non à 51,8 pour cent à la loi CO2.","I cittadini di Teufen AR si sono espressi contro la legge sul CO2. Il testo è stato respinto con il 51,8 percento dei voti."
