"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1001,50,0,0,"Doppleschwand LU","Doppleschwand (LU)","Doppleschwand LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1002,50,0,0,"Entlebuch LU","Entlebuch (LU)","Entlebuch LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1004,50,0,0,"Flühli LU","Flühli (LU)","Flühli LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1005,29,29,71,"Hasle LU","Hasle (LU)","Hasle LU","71 der Stimmbürgerinnen und Stimmbürger von Hasle LU haben das CO2-Gesetz abgelehnt.","Les habitants de Hasle (LU) s'opposent à la loi Covid-19 avec 71 pour cent de non.","No alla legge Covid-19 nel comune di Hasle LU: i cittadini hanno bocciato il testo con il 71 percento dei voti."
1007,50,0,0,"Romoos LU","Romoos (LU)","Romoos LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1008,50,0,0,"Schüpfheim LU","Schüpfheim (LU)","Schüpfheim LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1009,50,0,0,"Werthenstein LU","Werthenstein (LU)","Werthenstein LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1010,50,0,0,"Escholzmatt-Marbach LU","Escholzmatt-Marbach (LU)","Escholzmatt-Marbach LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1021,45,45,55,"Aesch LU","Aesch (LU)","Aesch LU","Nein zur elektronischen Identität: Aesch LU hat das CO2-Gesetz mit 55 Prozent Nein-Stimmen verworfen.","La loi Covid-19 ne passe pas la rampe à Aesch (LU) avec 55 pour cent de non.","Nel comune di Aesch LU la legge Covid-19 è stata respinta con il 55 percento dei voti."
1023,50.8,50.8,49.2,"Ballwil LU","Ballwil (LU)","Ballwil LU","Ballwil hat das CO2-Gesetz angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 50,8 Prozent zu.","La loi Covid-19 passe la rampe à Ballwil avec 50,8 pour cent de oui.","Da Ballwil è arrivato un ""sì"" alle urne per la legge Covid-19. I cittadini hanno accolto il testo con il 50,8 percento dei voti."
