"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
3001,54.9,54.9,45.1,"Herisau AR","Herisau (AR)","Herisau AR","Herisau hat das Anti-Terror-Gesetz angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 54,9 Prozent zu. Herisau hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","La loi sur les mesures policières de lutte contre le terrorisme passe la rampe à Herisau avec 54,9 pour cent de oui. Herisau a approuvé la loi, tout comme son canton.","Da Herisau è arrivato un ""sì"" alle urne per la legge sulle misure di lotta al terrorismo. I cittadini hanno accolto il testo con il 54,9 percento dei voti. Il comune di Herisau approvando la legge si è espresso come il suo cantone."
3002,41,41,59,"Hundwil AR","Hundwil (AR)","Hundwil AR","In Hundwil hat das Anti-Terror-Gesetz keine Mehrheit gefunden: 59 Prozent haben die Einführung einer elektronischen Identität abgelehnt. Hundwil hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","La loi sur les mesures policières de lutte contre le terrorisme échoue à Hundwil avec 59 pour cent de non. Hundwil a rejeté la loi, contrairement à son canton.","A Hundwil i cittadini hanno respinto, con il 59 percento dei voti, la legge sulle misure di lotta al terrorismo. Il comune di Hundwil respingendo la legge è andato controcorrente rispetto al suo cantone."
3003,39.5,39.5,60.5,"Schönengrund AR","Schönengrund (AR)","Schönengrund AR","60,5 Prozent der Stimmbürgerinnen und Stimmbürger von Schönengrund haben sich gegen das Anti-Terror-Gesetz ausgesprochen. Schönengrund hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","A Schönengrund, les habitants disent non à 60,5 pour cent à la loi sur les mesures policières de lutte contre le terrorisme. Schönengrund a rejeté la loi, contrairement à son canton.","I cittadini di Schönengrund si sono espressi contro la legge sulle misure di lotta al terrorismo. Il testo è stato respinto con il 60,5 percento dei voti. Il comune di Schönengrund respingendo la legge è andato controcorrente rispetto al suo cantone."
3004,40.9,40.9,59.1,"Schwellbrunn AR","Schwellbrunn (AR)","Schwellbrunn AR","Schwellbrunn ist gegen das Anti-Terror-Gesetz: Die Gemeinde hat die Vorlage mit 59,1 Prozent Nein verworfen. Schwellbrunn hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","Les habitants de Schwellbrunn rejettent la loi sur les mesures policières de lutte contre le terrorisme avec 59,1 pour cent de non. Schwellbrunn a rejeté la loi, contrairement à son canton.","Nel comune di Schwellbrunn la legge sulle misure di lotta al terrorismo è stata bocciata con il 59,1 percento dei voti. Il comune di Schwellbrunn respingendo la legge è andato controcorrente rispetto al suo cantone."
3005,52,52,48,"Stein AR","Stein (AR)","Stein AR","52 Prozent der Stimmbürgerinnen und Stimmbürger von Stein AR haben sich für das Anti-Terror-Gesetz ausgesprochen. Stein AR hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","A Stein (AR), les habitants disent oui à 52 pour cent à la loi sur les mesures policières de lutte contre le terrorisme. Stein (AR) a approuvé la loi, tout comme son canton.","Nel comune di Stein AR la legge sulle misure di lotta al terrorismo è stata approvata con il 52 percento dei voti. Il comune di Stein AR approvando la legge si è espresso come il suo cantone."
3006,42.5,42.5,57.5,"Urnäsch AR","Urnäsch (AR)","Urnäsch AR","Urnäsch ist gegen das Anti-Terror-Gesetz: Die Gemeinde hat die Vorlage mit 57,5 Prozent Nein verworfen. Urnäsch hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","Les habitants d'Urnäsch rejettent la loi sur les mesures policières de lutte contre le terrorisme avec 57,5 pour cent de non. Urnäsch a rejeté la loi, contrairement à son canton.","Nel comune di Urnäsch la legge sulle misure di lotta al terrorismo è stata bocciata con il 57,5 percento dei voti. Il comune di Urnäsch respingendo la legge è andato controcorrente rispetto al suo cantone."
3007,51.5,51.5,48.5,"Waldstatt AR","Waldstatt (AR)","Waldstatt AR","51,5 Prozent der Stimmbürgerinnen und Stimmbürger in Waldstatt haben Ja gesagt zum Anti-Terror-Gesetz. Waldstatt hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","C'est oui à 51,5 pour cent à la loi sur les mesures policières de lutte contre le terrorisme à Waldstatt. Waldstatt a approuvé la loi, tout comme son canton.","Con il 51,5 percento di ""sì"", i cittadini del comune di Waldstatt hanno accolto la legge sulle misure di polizia per la lotta al terrorismo. Il comune di Waldstatt approvando la legge si è espresso come il suo cantone."
3021,48,48,52,"Bühler AR","Bühler (AR)","Bühler AR","In Bühler hat das Anti-Terror-Gesetz keine Mehrheit gefunden: 52 Prozent haben die Einführung einer elektronischen Identität abgelehnt. Bühler hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","La loi sur les mesures policières de lutte contre le terrorisme échoue à Bühler avec 52 pour cent de non. Bühler a rejeté la loi, contrairement à son canton.","A Bühler i cittadini hanno respinto, con il 52 percento dei voti, la legge sulle misure di lotta al terrorismo. Il comune di Bühler respingendo la legge è andato controcorrente rispetto al suo cantone."
3022,51.1,51.1,48.9,"Gais AR","Gais (AR)","Gais AR","Das Anti-Terror-Gesetz ist in Gais mit 51,1 Prozent der Stimmen angenommen worden. Gais hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","A Gais, les habitants sont favorables à la loi sur les mesures policières de lutte contre le terrorisme avec 51,1 pour cent de oui. Gais a approuvé la loi, tout comme son canton.","I cittadini di Gais si sono espressi a favore della legge sulle misure di lotta al terrorismo. Il testo è stato approvato con il 51,1 percento dei voti. Il comune di Gais approvando la legge si è espresso come il suo cantone."
3023,56.9,56.9,43.1,"Speicher AR","Speicher (AR)","Speicher AR","Ja zum Anti-Terror-Gesetz in Speicher. Die Gemeinde hat das Anti-Terror-Gesetz mit 56,9 Prozent der Stimmen angenommen. Speicher hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","Les électeurs de Speicher valident la loi sur les mesures policières de lutte contre le terrorisme avec 56,9 pour cent de oui. Speicher a approuvé la loi, tout comme son canton.","A Speicher i cittadini hanno accolto, con il 56,9 percento dei voti, la legge sulle misure di lotta al terrorismo. Il comune di Speicher approvando la legge si è espresso come il suo cantone."
3024,58.3,58.3,41.7,"Teufen AR","Teufen (AR)","Teufen AR","58,3 Prozent der Stimmbürgerinnen und Stimmbürger von Teufen AR haben sich für das Anti-Terror-Gesetz ausgesprochen. Teufen AR hat damit bei dieser Vorlage den höchsten Ja-Anteil im Kanton Appenzell Ausserrhoden.","A Teufen (AR), les habitants disent oui à 58,3 pour cent à la loi sur les mesures policières de lutte contre le terrorisme. Le plus fort pourcentage de oui du canton d'Appenzell Rhodes-Extérieures a été obtenu à Teufen (AR).","Nel comune di Teufen AR la legge sulle misure di lotta al terrorismo è stata approvata con il 58,3 percento dei voti. Teufen AR ha così ottenuto la più alta percentuale di ""sì"" nel canton Appenzello Esterno."
3025,41.6,41.6,58.4,"Trogen AR","Trogen (AR)","Trogen AR","Trogen ist gegen das Anti-Terror-Gesetz: Die Gemeinde hat die Vorlage mit 58,4 Prozent Nein verworfen. Trogen hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","Les habitants de Trogen rejettent la loi sur les mesures policières de lutte contre le terrorisme avec 58,4 pour cent de non. Trogen a rejeté la loi, contrairement à son canton.","Nel comune di Trogen la legge sulle misure di lotta al terrorismo è stata bocciata con il 58,4 percento dei voti. Il comune di Trogen respingendo la legge è andato controcorrente rispetto al suo cantone."
3031,52.4,52.4,47.6,"Grub AR","Grub (AR)","Grub AR","Grub AR hat das Anti-Terror-Gesetz angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 52,4 Prozent zu. Grub AR hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","La loi sur les mesures policières de lutte contre le terrorisme passe la rampe à Grub (AR) avec 52,4 pour cent de oui. Grub (AR) a approuvé la loi, tout comme son canton.","Da Grub AR è arrivato un ""sì"" alle urne per la legge sulle misure di lotta al terrorismo. I cittadini hanno accolto il testo con il 52,4 percento dei voti. Il comune di Grub AR approvando la legge si è espresso come il suo cantone."
3032,54,54,46,"Heiden AR","Heiden (AR)","Heiden AR","Ja zum Anti-Terror-Gesetz in Heiden. Die Gemeinde hat das Anti-Terror-Gesetz mit 54 Prozent der Stimmen angenommen. Heiden hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","Les électeurs de Heiden valident la loi sur les mesures policières de lutte contre le terrorisme avec 54 pour cent de oui. Heiden a approuvé la loi, tout comme son canton.","A Heiden i cittadini hanno accolto, con il 54 percento dei voti, la legge sulle misure di lotta al terrorismo. Il comune di Heiden approvando la legge si è espresso come il suo cantone."
3033,49.7,49.7,50.3,"Lutzenberg AR","Lutzenberg (AR)","Lutzenberg AR","Mit 298 Nein zu 294 Ja haben die Stimmbürgerinnen und Stimmbürger von Lutzenberg das Anti-Terror-Gesetz abgelehnt. Das sind 50,3 Prozent. Lutzenberg hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","A Lutzenberg, les habitants sont défavorables à la loi sur les mesures policières de lutte contre le terrorisme avec 50,3 pour cent de non. Lutzenberg a rejeté la loi, contrairement à son canton.","Con il 50,3 percento di ""no"", i cittadini del comune di Lutzenberg hanno respinto la legge sulle misure di polizia per la lotta al terrorismo. Il comune di Lutzenberg respingendo la legge è andato controcorrente rispetto al suo cantone."
3034,46.9,46.9,53.1,"Rehetobel AR","Rehetobel (AR)","Rehetobel AR","Mit 486 Nein zu 429 Ja haben die Stimmbürgerinnen und Stimmbürger von Rehetobel das Anti-Terror-Gesetz abgelehnt. Das sind 53,1 Prozent. Rehetobel hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","A Rehetobel, les habitants sont défavorables à la loi sur les mesures policières de lutte contre le terrorisme avec 53,1 pour cent de non. Rehetobel a rejeté la loi, contrairement à son canton.","Con il 53,1 percento di ""no"", i cittadini del comune di Rehetobel hanno respinto la legge sulle misure di polizia per la lotta al terrorismo. Il comune di Rehetobel respingendo la legge è andato controcorrente rispetto al suo cantone."
3035,44.5,44.5,55.5,"Reute AR","Reute (AR)","Reute AR","55,5 Prozent der Stimmbürgerinnen und Stimmbürger von Reute AR haben sich gegen das Anti-Terror-Gesetz ausgesprochen. Reute AR hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","A Reute (AR), les habitants disent non à 55,5 pour cent à la loi sur les mesures policières de lutte contre le terrorisme. Reute (AR) a rejeté la loi, contrairement à son canton.","I cittadini di Reute AR si sono espressi contro la legge sulle misure di lotta al terrorismo. Il testo è stato respinto con il 55,5 percento dei voti. Il comune di Reute AR respingendo la legge è andato controcorrente rispetto al suo cantone."
3036,36.5,36.5,63.5,"Wald AR","Wald (AR)","Wald AR","Keine Mehrheit für eine elektronische Identität in Wald AR: Das Anti-Terror-Gesetz ist mit 63,5 Prozent gescheitert. Wald AR hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Appenzell Ausserrhoden.","C'est non à 63,5 pour cent à la loi sur les mesures policières de lutte contre le terrorisme à Wald (AR). Le plus fort pourcentage de non du canton d'Appenzell Rhodes-Extérieures a été obtenu à Wald (AR).","Da Wald AR è arrivato un ""no"" alle urne per la legge sulle misure di lotta al terrorismo. I cittadini hanno bocciato il testo con il 63,5 percento dei voti. Wald AR ha così ottenuto la più alta percentuale di ""no"" nel canton Appenzello Esterno."
3037,42.7,42.7,57.3,"Walzenhausen AR","Walzenhausen (AR)","Walzenhausen AR","57,3 Prozent der Stimmbürgerinnen und Stimmbürger von Walzenhausen haben sich gegen das Anti-Terror-Gesetz ausgesprochen. Walzenhausen hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","A Walzenhausen, les habitants disent non à 57,3 pour cent à la loi sur les mesures policières de lutte contre le terrorisme. Walzenhausen a rejeté la loi, contrairement à son canton.","I cittadini di Walzenhausen si sono espressi contro la legge sulle misure di lotta al terrorismo. Il testo è stato respinto con il 57,3 percento dei voti. Il comune di Walzenhausen respingendo la legge è andato controcorrente rispetto al suo cantone."
3038,44.8,44.8,55.2,"Wolfhalden AR","Wolfhalden (AR)","Wolfhalden AR","In Wolfhalden hat das Anti-Terror-Gesetz keine Mehrheit gefunden: 55,2 Prozent haben die Einführung einer elektronischen Identität abgelehnt. Wolfhalden hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","La loi sur les mesures policières de lutte contre le terrorisme échoue à Wolfhalden avec 55,2 pour cent de non. Wolfhalden a rejeté la loi, contrairement à son canton.","A Wolfhalden i cittadini hanno respinto, con il 55,2 percento dei voti, la legge sulle misure di lotta al terrorismo. Il comune di Wolfhalden respingendo la legge è andato controcorrente rispetto al suo cantone."
3101,50,0,0,"Appenzell AI","Appenzell (AI)","Appenzello AI","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
3102,50,0,0,"Gonten AI","Gonten (AI)","Gonten AI","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
3103,50,0,0,"Rüte AI","Rüte (AI)","Rüte AI","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
3104,50,0,0,"Schlatt-Haslen AI","Schlatt-Haslen (AI)","Schlatt-Haslen AI","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
3105,50,0,0,"Schwende AI","Schwende (AI)","Schwende AI","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
3111,50,0,0,"Oberegg AI","Oberegg (AI)","Oberegg AI","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
