"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
3506,24.7,24.7,75.3,"Vaz/Obervaz GR","Vaz/Obervaz (GR)","Vaz/Obervaz GR","Keine Mehrheit für das neue Wahlsystem für den Grossen Rat in Vaz/Obervaz. 75,3 Prozent haben sie verworfen.",,
3513,32.6,32.6,67.4,"Lantsch/Lenz GR","Lantsch/Lenz (GR)","Lantsch/Lenz GR","Keine Mehrheit für das neue Wahlsystem für den Grossen Rat in Lantsch/Lenz. 67,4 Prozent haben sie verworfen.",,
3514,82.6,82.6,17.4,"Schmitten GR","Schmitten (GR)","Schmitten GR","82,6 Prozent der Stimmbürgerinnen und Stimmbürger von Schmitten GR haben dem neuen Wahlsystem für den Grossen Rat zugestimmt.",,
3542,53.6,53.6,46.4,"Albula/Alvra GR","Albula/Alvra (GR)","Albula/Alvra GR","Albula/Alvra hat das neue Wahlsystem für den Grossen Rat mit 53,6 Prozent angenommen.",,
3543,8.4,8.4,91.6,"Surses GR","Surses (GR)","Surses GR","Keine Mehrheit für das neue Wahlsystem für den Grossen Rat in Surses. 91,6 Prozent haben sie verworfen.",,
3544,71.5,71.5,28.5,"Bergün Filisur GR","Bergün Filisur (GR)","Bergün Filisur GR","71,5 Prozent der Stimmbürgerinnen und Stimmbürger von Bergün Filisur haben dem neuen Wahlsystem für den Grossen Rat zugestimmt.",,
3551,39.7,39.7,60.3,"Brusio GR","Brusio (GR)","Brusio GR","Brusio hat das neue Wahlsystem für den Grossen Rat mit 60,3 Prozent abgelehnt.",,
3561,49.7,49.7,50.3,"Poschiavo GR","Poschiavo (GR)","Poschiavo GR","Nein zum neuen Wahlsystem für den Grossen Rat in Poschiavo: 50,3 Prozent haben die Vorlage abgelehnt.",,
3572,70.2,70.2,29.8,"Falera GR","Falera (GR)","Falera GR","Mit 70,2 Prozent Ja hat sich Falera für das neue Wahlsystem für den Grossen Rat ausgesprochen.",,
3575,68.3,68.3,31.7,"Laax GR","Laax (GR)","Laax GR","Laax hat das neue Wahlsystem für den Grossen Rat mit 68,3 Prozent angenommen.",,
3581,49.3,49.3,50.7,"Sagogn GR","Sagogn (GR)","Sagogn GR","Keine Mehrheit für das neue Wahlsystem für den Grossen Rat in Sagogn. 50,7 Prozent haben sie verworfen.",,
3582,50.1,50.1,49.9,"Schluein GR","Schluein (GR)","Schluein GR","Schluein hat das neue Wahlsystem für den Grossen Rat mit 50,1 Prozent angenommen.",,
3603,46.2,46.2,53.8,"Vals GR","Vals (GR)","Vals GR","Keine Mehrheit für das neue Wahlsystem für den Grossen Rat in Vals. 53,8 Prozent haben sie verworfen.",,
3618,40.2,40.2,59.8,"Lumnezia GR","Lumnezia (GR)","Lumnezia GR","Lumnezia hat das neue Wahlsystem für den Grossen Rat mit 59,8 Prozent abgelehnt.",,
3619,12.9,12.9,87.1,"Ilanz/Glion GR","Ilanz/Glion (GR)","Ilanz/Glion GR","Ilanz/Glion hat das neue Wahlsystem für den Grossen Rat mit 87,1 Prozent abgelehnt.",,
3633,24.7,24.7,75.3,"Fürstenau GR","Fürstenau (GR)","Fürstenau GR","Nein zum neuen Wahlsystem für den Grossen Rat in Fürstenau: 75,3 Prozent haben die Vorlage abgelehnt.",,
3637,67,67,33,"Rothenbrunnen GR","Rothenbrunnen (GR)","Rothenbrunnen GR","Rothenbrunnen hat das neue Wahlsystem für den Grossen Rat mit 67 Prozent angenommen.",,
3638,95.9,95.9,4.1,"Scharans GR","Scharans (GR)","Scharans GR","Mit 95,9 Prozent Ja hat sich Scharans für das neue Wahlsystem für den Grossen Rat ausgesprochen.",,
